序号,产品图,名称,电池型号/节数,单位,价格,数量,规格,金额,建议价,市值,条码,重量KG
Q-N-015,/product_images/image_row_1304.jpg,MINGLIU-名流 水晶狼牙套（霸王套）,无,袋,2.1775,,1只装,=G1304*F1304,28,=J1304*G1304,6936296772335,0.05
Q-N-016,/product_images/image_row_1305.jpg,MINGLIU-名流 水晶狼牙套（蛟龙套）,无,袋,2.1775,,1只装,=G1305*F1305,28,=J1305*G1305,6936296772342,0.05
Q-N-017,/product_images/image_row_1306.jpg,MINGLIU-名流 水晶狼牙套（战神套）,无,袋,2.1775,,1只装,=G1306*F1306,28,=J1306*G1306,6936296772328,0.05
Q-N-018,/product_images/image_row_1307.jpg,MINGLIU-名流 水晶狼牙套（G点款）,无,袋,2.1775,,1只装,=G1307*F1307,28,=J1307*G1307,6936296772083,0.05
Q-N-019.1,/product_images/image_row_1308.jpg,杰士邦 super系列飞机蛋-紧致款(JSFJDJ)红,无,盒,20.02,,1个/盒,=G1308*F1308,129,=J1308*G1308,6973974749067,0.2
Q-N-019.2,/product_images/image_row_1309.jpg,杰士邦 super系列飞机蛋-撩拨款(JSFJDL)黄,无,盒,20.8,,1个/盒,=G1309*F1309,129,=J1309*G1309,6973974749050,0.2
Q-N-019.3,/product_images/image_row_1310.jpg,杰士邦 super系列飞机蛋-刺激款(JSFJDC)紫,无,盒,21.45,,1个/盒,=G1310*F1310,129,=J1310*G1310,6973974749074,0.2
Q-N-020,/product_images/image_row_1311.jpg,RF-男子汉加长套,无,盒,6.175,,1个/盒,=G1311*F1311,48,=J1311*G1311,6976353430167,0.11
Q-N-021,/product_images/image_row_1312.jpg,RF-霸王驾到加长套,无,盒,6.175,,1个/盒,=G1312*F1312,48,=J1312*G1312,6976353430150,0.11
Q-N-022,/product_images/image_row_1313.jpg,RF-帝国骑士加长套,无,盒,3.9,,1个/盒,=G1313*F1313,38,=J1313*G1313,6975624821536,0.08
Q-N-023,/product_images/image_row_1314.jpg,RF-水晶套,无,盒,2.47,,1个/盒,=G1314*F1314,28,=J1314*G1314,6976353430006,0.07
Q-N-024,/product_images/image_row_1315.jpg,okamoto-冈本 成人健慰器（独乐丸-波纹型）,无,盒,27.95,,1个,=G1315*F1315,79,=J1315*G1315,4547691811936,0.2
Q-N-024.1,/product_images/image_row_1316.jpg,okamoto-冈本 成人健慰器（独乐丸-闪电型）,无,盒,27.95,,1个,=G1316*F1316,79,=J1316*G1316,4547691811929,0.2
Q-N-025,/product_images/image_row_1317.jpg,MizzZee-谜姬 国潮四神兽狼牙套 毕方,无,盒,4.095,,1个/盒,=G1317*F1317,25,=J1317*G1317,6974408087144,0.05
Q-N-026,/product_images/image_row_1318.jpg,MizzZee-谜姬 国潮四神兽狼牙套 麒麟,无,盒,4.095,,1个/盒,=G1318*F1318,25,=J1318*G1318,6974408087113,0.05
Q-N-027,/product_images/image_row_1319.jpg,HQ-甲壳虫震动环,无,盒,12.35,,1个/盒,=G1319*F1319,58,=J1319*G1319,6939068912038,0.04
Q-N-028,/product_images/image_row_1320.jpg,HQ-外星人震动环,无,盒,12.35,,1个/盒,=G1320*F1320,58,=J1320*G1320,6939068922037,0.04
Q-N-029,/product_images/image_row_1321.jpg,MizzZee-谜姬 锁精QQ环,无,袋,1.0595,,1个/袋,=G1321*F1321,18,=J1321*G1321,6937486616927,0.05
Q-N-030,/product_images/image_row_1322.jpg,MizzZee-谜姬 锁精环加时套环 萌兔款,无,盒,6.37,,1个/盒,=G1322*F1322,28,=J1322*G1322,6976309822473,0.05
Q-N-033,/product_images/image_row_1323.jpg,HQ-兔耳朵振动环,无,盒,3.9,,1个/盒,=G1323*F1323,28,=J1323*G1323,6939068928855,0.04
Q-N-034,/product_images/image_row_1324.jpg,HQ-舌尖震动环,无,盒,3.9,,1个/盒,=G1324*F1324,28,=J1324*G1324,6939068900929,0.04
Q-N-200,/product_images/image_row_1325.jpg,QY-玩爆潮品 锁紧环 男用锁茎环袋装,无,袋,1.04,,1个/袋,=G1325*F1325,15,=J1325*G1325,6922359306845,0.04
Q-N-201,/product_images/image_row_1326.jpg,QY-玩爆潮品 激战紧锁环 环纹透明,无,盒,3.055,,1个/盒,=G1326*F1326,25,=J1326*G1326,6922359306517,0.04
Q-N-202,/product_images/image_row_1327.jpg,QY-玩爆潮品 三支龙珠套 男用锁紧环,无,盒,3.055,,3个/盒,=G1327*F1327,25,=J1327*G1327,6922359306579,0.04
Q-N-203,/product_images/image_row_1328.jpg,QY-玩爆潮品 两支莲花套 透明水晶款,无,盒,4.16,,2个/盒,=G1328*F1328,28,=J1328*G1328,6922359307002,0.04
Q-N-204,/product_images/image_row_1329.jpg,QY-取悦 五寸鸟锁棒环 透明黑,无,盒,6.175,,1个/盒,=G1329*F1329,38,=J1329*G1329,6922359303080,0.04
Q-N-206,/product_images/image_row_1330.jpg,QY-取悦 男根锁紧环A组合 透明黑,无,盒,7.02,,4个/盒,=G1330*F1330,48,=J1330*G1330,6922359304452,0.04
Q-N-207,/product_images/image_row_1331.jpg,QY-玩爆潮品 透气包皮环 包皮阻复透明款,无,盒,4.225,,2个/盒,=G1331*F1331,38,=J1331*G1331,6922359306487,0.04
Q-N-208,/product_images/image_row_1332.jpg,QY-玩爆潮品 透气包皮环 包皮阻复白色款,无,盒,5.72,,2个/盒,=G1332*F1332,38,=J1332*G1332,6922359306814,0.04
Q-N-209,/product_images/image_row_1333.jpg,QY-玩爆潮品 三支包皮环 男用包皮阻复环,无,盒,4.16,,3个/盒,=G1333*F1333,28,=J1333*G1333,6922359306906,0.04
Q-N-211,/product_images/image_row_1334.jpg,QY-玩爆潮品 鼎点水晶套 袋装透明款,无,袋,1.04,,1个/袋,=G1334*F1334,38,=J1334*G1334,6922359306876,0.04
Q-N-212,/product_images/image_row_1335.jpg,QY-玩爆潮品 鼎点龟头套 透明款2只装,无,盒,2.99,,2个/盒,=G1335*F1335,48,=J1335*G1335,6922359307026,0.08
Q-N-213,/product_images/image_row_1336.jpg,QY-取悦 揉珠龟头套 鳞片顶珠水晶套,无,盒,5.785,,2个/盒,=G1336*F1336,48,=J1336*G1336,6922359306470,0.08
Q-N-214,/product_images/image_row_1337.jpg,QY-玩爆潮品 降敏龟头套 透明款2只装,无,盒,4.225,,2个/盒,=G1337*F1337,48,=J1337*G1337,6922359306937,0.08
Q-N-215,/product_images/image_row_1338.jpg,QY-玩爆潮品 开口龟头套 透明款2只装,无,盒,4.55,,2个/盒,=G1338*F1338,48,=J1338*G1338,6922359307071,0.08
Q-N-216,/product_images/image_row_1339.jpg,QY-取悦 弹力龟头衣 左旋水晶套,无,盒,3.64,,1个/盒,=G1339*F1339,38,=J1339*G1339,6922359306074,0.04
Q-N-217,/product_images/image_row_1340.jpg,QY-取悦 弹力龟头衣 右旋水晶套,无,盒,3.64,,1个/盒,=G1340*F1340,38,=J1340*G1340,6922359306067,0.04
Q-N-218,/product_images/image_row_1341.jpg,QY-取悦 弹力龟头衣 龙须水晶套,无,盒,3.64,,1个/盒,=G1341*F1341,38,=J1341*G1341,6922359306050,0.04
Q-N-219,/product_images/image_row_1342.jpg,QY-取悦 弹力龟头衣 炮点水晶套,无,盒,3.64,,1个/盒,=G1342*F1342,38,=J1342*G1342,6922359306043,0.04
Q-N-220,/product_images/image_row_1343.jpg,QY-取悦 深层刺激龟头套 颗粒水晶套,无,盒,6.175,,2个/盒,=G1343*F1343,49,=J1343*G1343,6922359306395,0.05
Q-N-221,/product_images/image_row_1344.jpg,QY-取悦 浅层刺激龟头套 颗粒水晶套,无,盒,6.175,,2个/盒,=G1344*F1344,49,=J1344*G1344,6922359306388,0.05
Q-N-222,/product_images/image_row_1345.jpg,QY-玩爆潮品 朱雀水晶套 红盒,无,盒,2.99,,1个/盒,=G1345*F1345,25,=J1345*G1345,6922359307064,0.05
Q-N-223,/product_images/image_row_1346.jpg,QY-玩爆潮品 玄武水晶套 红盒,无,盒,2.99,,1个/盒,=G1346*F1346,25,=J1346*G1346,6922359307057,0.05
Q-N-224,/product_images/image_row_1347.jpg,QY-玩爆潮品 青龙水晶套 红盒,无,盒,2.99,,1个/盒,=G1347*F1347,25,=J1347*G1347,6922359307033,0.05
Q-N-225,/product_images/image_row_1348.jpg,QY-玩爆潮品 白虎水晶套 红盒,无,盒,2.99,,1个/盒,=G1348*F1348,25,=J1348*G1348,6922359307040,0.05
Q-N-226,/product_images/image_row_1349.jpg,QY-取悦 龙鳞水晶套 透明颗粒刺激,无,盒,6.89,,1个/盒,=G1349*F1349,38,=J1349*G1349,6922359302007,0.1
Q-N-227,/product_images/image_row_1350.jpg,QY-取悦 伏虎战将耐力水晶套 肤色,无,盒,6.5,,1个/盒,=G1350*F1350,48,=J1350*G1350,6922359302618,0.1
Q-N-228,/product_images/image_row_1351.jpg,QY-取悦 盘龙大帝耐力水晶套 透明黑,无,盒,6.5,,1个/盒,=G1351*F1351,48,=J1351*G1351,6922359302601,0.1
Q-N-229,/product_images/image_row_1352.jpg,QY-取悦 小钢炮 透明加长水晶套（65mm）,无,盒,11.7,,1个/盒,=G1352*F1352,78,=J1352*G1352,6922359305381,0.15
Q-N-230,/product_images/image_row_1353.jpg,QY-取悦 大钢炮 透明加长水晶套（100mm）,无,盒,11.7,,1个/盒,=G1353*F1353,78,=J1353*G1353,6922359305374,0.2
Q-N-231,/product_images/image_row_1354.jpg,QY-取悦 鱼脊套 透明水晶套,无,盒,9.75,,1个/盒,=G1354*F1354,78,=J1354*G1354,6922359306944,0.1
Q-N-299,/product_images/image_row_1355.jpg,乐一享三 有你随行 次抛纯棉内裤（女性L）,环氧乙烷灭菌,袋,19.5,,5条/包,=G1355*F1355,45,=J1355*G1355,6972810103278,0.13
Q-N-300,/product_images/image_row_1356.jpg,乐一享三 睡得安心 一次性旅行套装（四件套）,4件套,袋,15.6,,1套/袋,=G1356*F1356,38,=J1356*G1356,6972810103186,0.5
Q-N-301,/product_images/image_row_1357.jpg,乐一享三 浴见美好 一次性绵柔浴巾,70cm*140cm,袋,6.175,,1条/袋,=G1357*F1357,28,=J1357*G1357,6972810103209,0.1
Q-N-302,/product_images/image_row_1358.jpg,乐一享三 物理退热 儿童退热贴4贴装,医用级,盒,3.9,,4片/盒,=G1358*F1358,15,=J1358*G1358,6972810103506,0.08
Q-N-303,/product_images/image_row_1359.jpg,乐一享三 75%酒精湿巾10抽装,消毒用品,袋,1.95,,10片/包,=G1359*F1359,10,=J1359*G1359,6972810101311,0.08
Q-N-304,/product_images/image_row_1360.jpg,乐一享三 口腔抑菌液80ML,漱口水,瓶,4.42,,80ml/瓶,=G1360*F1360,15,=J1360*G1360,6972810102103,0.12
Q-N-320,/product_images/image_row_1361.jpg,乐一享三 75%酒精消毒液100ml,喷雾,瓶,4.03,,100ml/瓶,=G1361*F1361,20,=J1361*G1361,6972810101427,0.12
Q-N-322,/product_images/image_row_1362.jpg,海氏海诺 碘伏消毒液100ml,喷雾,瓶,4.875,,100ml/瓶,=G1362*F1362,20,=J1362*G1362,6925923786753,0.1
Q-N-323,/product_images/image_row_1363.jpg,海氏海诺 医用酒精消毒棉球,消毒棉球,瓶,2.86,,25粒/瓶,=G1363*F1363,15,=J1363*G1363,6925923791771,0.1
Q-N-324,/product_images/image_row_1364.jpg,海氏海诺 医用碘伏消毒棉球,消毒棉球,瓶,2.86,,25粒/瓶,=G1364*F1364,15,=J1364*G1364,6925923791702,0.1
Q-N-350,/product_images/image_row_1365.jpg,海氏海诺-创口贴 透明防水型6片装,创口贴,盒,1.495,,6片/盒,=G1365*F1365,10,=J1365*G1365,6925923791832,0.04
Q-N-351,/product_images/image_row_1366.jpg,海氏海诺-创口贴 卡通型8片装,创口贴,盒,1.82,,8片/盒,=G1366*F1366,10,=J1366*G1366,6925923791634,0.04
Q-N-352,/product_images/image_row_1367.jpg,海氏海诺-晕车快贴 耳根贴4片装,晕车贴,盒,3.055,,4片/盒,=G1367*F1367,15,=J1367*G1367,6925923793706,0.04
Q-N-353,/product_images/image_row_1368.jpg,海氏海诺-棉签 脱脂棉头单头竹棒(50支),单头10cm,袋,1.17,,50支/袋,=G1368*F1368,8,=J1368*G1368,6925923796158,0.04
Q-N-354,/product_images/image_row_1369.jpg,海氏海诺-弹力绷带 无纺布自粘型,2.5cm*4.5m,袋,1.885,,1个/袋,=G1369*F1369,10,=J1369*G1369,6925923779755,0.04
Q-N-355,/product_images/image_row_1370.jpg,海氏海诺-纱布绷带,6cm*6m,袋,2.08,,1个/袋,=G1370*F1370,10,=J1370*G1370,6925923782458,0.04
Q-N-370,/product_images/image_row_1371.jpg,海氏海诺-阴道洗涤器XDQ-B型（医用级）,医用级,盒,3.12,,1个/盒,=G1371*F1371,15,=J1371*G1371,6925923791900,0.04
Q-N-371,/product_images/image_row_1372.jpg,海氏海诺-抗HPV妇科凝胶（医用级）,抗HPV,盒,6.5,,1支/盒,=G1372*F1372,28,=J1372*G1372,6925923776549,0.05
Q-N-410,/product_images/image_row_1373.jpg,玩范 夫妻娱乐情趣摇签筒-生活篇（蓝）,塑封,桶,5.525,,22签/桶,=G1373*F1373,58,=J1373*G1373,6970872470284,0.1
Q-N-411,/product_images/image_row_1374.jpg,玩范 夫妻娱乐情趣摇签筒-情趣篇（粉）,塑封,桶,5.525,,22签/桶,=G1374*F1374,58,=J1374*G1374,6970872470277,0.1
Q-N-412,/product_images/image_row_1375.jpg,玩范 夫妻娱乐情趣摇签筒-激情篇（绿）,塑封,桶,5.525,,22签/桶,=G1375*F1375,58,=J1375*G1375,6970872470291,0.1
Q-N-413,/product_images/image_row_1376.jpg,玩范 情侣漫画浪嗨扑克-大胆爱（黑）,无,盒,3.12,,1副/盒,=G1376*F1376,20,=J1376*G1376,4897133790214,0.1
Q-N-414,/product_images/image_row_1377.jpg,玩范 情侣漫画浪嗨扑克-放肆爱（绿）,无,盒,3.12,,1副/盒,=G1377*F1377,20,=J1377*G1377,4897133790221,0.1
Q-N-415,/product_images/image_row_1378.jpg,玩范 卡通扑克床单故事-天字卷（黄）,无,盒,2.6,,1副/盒,=G1378*F1378,18,=J1378*G1378,6970872470673,0.1
Q-N-416,/product_images/image_row_1379.jpg,玩范 卡通扑克床单故事-地字卷（蓝）,无,盒,2.6,,1副/盒,=G1379*F1379,18,=J1379*G1379,6970872470031,0.1
Q-N-417,/product_images/image_row_1380.jpg,玩范 卡通扑克求爱约炮暗语秘籍（粉）,无,盒,2.6,,1副/盒,=G1380*F1380,18,=J1380*G1380,6970872470260,0.1
Q-N-418,/product_images/image_row_1381.jpg,玩范 夫妻情趣飞行棋-情趣篇袋装(简装版)紫,无,袋,4.55,,1副/袋,=G1381*F1381,38,=J1381*G1381,6970872470574,0.1
Q-N-419,/product_images/image_row_1382.jpg,玩范 夫妻情趣飞行棋-激情篇袋装(简装版)黄,无,袋,4.55,,1副/袋,=G1382*F1382,38,=J1382*G1382,6970872470567,0.1
Q-N-420,/product_images/image_row_1383.jpg,玩范 夫妻情趣飞行棋-生活篇(精装版)绿,塑封,盒,6.825,,1副/盒,=G1383*F1383,58,=J1383*G1383,6970872470437,0.1
Q-N-421,/product_images/image_row_1384.jpg,玩范 夫妻情趣飞行棋-情趣篇(精装版)紫,塑封,盒,6.825,,1副/盒,=G1384*F1384,58,=J1384*G1384,6970872470307,0.1
Q-N-422,/product_images/image_row_1385.jpg,玩范 夫妻情趣飞行棋-激情篇(精装版)橙,塑封,盒,6.825,,1副/盒,=G1385*F1385,58,=J1385*G1385,6970872470314,0.1
Q-N-423,/product_images/image_row_1386.jpg,FERQU-情趣骰子大快乐小快乐（组合款）,无,盒,2.6,,2粒/盒,=G1386*F1386,18,=J1386*G1386,,0.05
Q-N-036,/product_images/image_row_1387.png,小红包,无,盒,0.65,,1张,=G1387*F1387,1,=J1387*G1387,,0.005
Q-N-038,/product_images/image_row_1388.jpg,情趣扑克牌,无,副,2.145,,1副,=G1388*F1388,10,=J1388*G1388,6971580040912,0.09
Q-N-039,/product_images/image_row_1389.jpg,7号电池,无,节,0.325,,60节/盒,=G1389*F1389,1,=J1389*G1389,6971863850047,0.006
Q-N-040,/product_images/image_row_1390.jpg,5号电池,无,节,0.325,,60节/盒,=G1390*F1390,1,=J1390*G1390,6971863850054,0.012
Q-N-041,/product_images/image_row_1391.png,装饰品 立体藤条,2米/条,条,3.25,,2米/条,=G1391*F1391,10,=J1391*G1391,,0.01
Q-N-042,/product_images/image_row_1392.png,装饰品 枫叶红,2米/条,条,3.25,,2米/条,=G1392*F1392,10,=J1392*G1392,,0.01
Q-N-043,/product_images/image_row_1393.png,黑色手提袋大号,无,捆,7.8,,35个/捆,=G1393*F1393,12,=J1393*G1393,,0.35
Q-N-044,/product_images/image_row_1394.png,黑色手提袋小号,无,捆,3.9,,40个/捆,=G1394*F1394,6,=J1394*G1394,,0.12
Q-N-045,/product_images/image_row_1395.png,爆炸贴,无,包,3.25,,10张/包,=G1395*F1395,5,=J1395*G1395,,0.04
Q-N-046,/product_images/image_row_1396.png,太阳能展示台,太阳能,台,10.4,,一台/盒,=G1396*F1396,48,=J1396*G1396,,0.2
Q-N-050,/product_images/image_row_1397.jpg,乐橙摄像头,TC2E,盒,159.25,,1个/盒,=G1397*F1397,399,=J1397*G1397,6970972583358,0.3
Q-N-051,/product_images/image_row_1398.jpg,假摄像头,无,盒,16.25,,1个/盒,=G1398*F1398,25,=J1398*G1398,6974698416662,0.15
Q-N-054,/product_images/image_row_1399.png,记号笔 白板笔 黑,黑色,支,1.3,,1支,=G1399*F1399,2,=J1399*G1399,6959045000022,0.015
Q-N-056,/product_images/image_row_1400.jpg,签字笔,黑色,支,0.975,,1支,=G1400*F1400,2,=J1400*G1400,,0.008
Q-N-058,/product_images/image_row_1401.jpg,标签贴,无,包,1.3,,10张/包,=G1401*F1401,2,=J1401*G1401,,0.03
Q-N-060,/product_images/image_row_1402.jpg,美工刀,无,支,1.3,,1支,=G1402*F1402,2,=J1402*G1402,,0.015
Q-N-082,/product_images/image_row_1403.jpg,XZL-情趣滋润润滑啫喱,无,袋,0.2275,,1袋,=G1403*F1403,1,=J1403*G1403,6928590100181,0.008
Q-N-083,/product_images/image_row_1404.jpg,XZL-器具保护粉,无,袋,0.2925,,1袋,=G1404*F1404,1,=J1404*G1404,6972282508861,0.008
Q-N-090,/product_images/image_row_1405.jpg,FERQU-水溶性人体润滑液8g口红装,无,袋,0.2275,,1袋,=G1405*F1405,1,=J1405*G1405,6971212073370,0.008
W-N-101,/product_images/image_row_1406.jpg,丰胸按摩仪,USB充电,礼品盒,98,,一套/盒,=G1406*F1406,268,=J1406*G1406,6939068900165,0.35
W-N-102,/product_images/image_row_1407.jpg,双头加温AV棒,USB充电,礼品盒,76,,一套/盒,=G1407*F1407,198,=J1407*G1407,6939068920828,0.3
W-N-103,/product_images/image_row_1408.jpg,大兵伸缩加温双震棒,USB充电,礼品盒,96,,一套/盒,=G1408*F1408,268,=J1408*G1408,6939068900226,0.4
W-N-104,/product_images/image_row_1409.jpg,摇摆王双震棒,USB充电,礼品盒,74,,一套/盒,=G1409*F1409,198,=J1409*G1409,6939068900233,0.4
W-N-105,/product_images/image_row_1410.jpg,HQ-吸吮震动棒,USB充电,礼品盒,75,,一套/盒,=G1410*F1410,198,=J1410*G1410,6939068900196,0.4
W-N-106,/product_images/image_row_1411.jpg,HB-黑豹三代外用延时湿巾,外敷,片,1.5,,1片/袋,=G1411*F1411,20,=J1411*G1411,6922218100232,0.008
W-N-107,/product_images/image_row_1412.jpg,HB-黑豹Black Panther男用喷剂二代,喷剂,盒,25.9,,一支/盒,=G1412*F1412,128,=J1412*G1412,6922218100010,0.1
W-N-108,/product_images/image_row_1413.jpg,HB-黑豹Blackpanther3.0男用喷剂,喷剂,礼品盒,27.45,,一支/盒,=G1413*F1413,168,=J1413*G1413,6922218100225,0.15
W-N-109,/product_images/image_row_1414.jpg,HB-日本黑豹4.0延时喷剂,喷剂,礼品盒,47.25,,一支/盒,=G1414*F1414,499,=J1414*G1414,6922218100669,0.25
W-N-111,/product_images/image_row_1415.jpg,HB-黑豹black panther男士修护膏,外敷,盒,25,,一支/盒,=G1415*F1415,168,=J1415*G1415,6922218100003,0.15
W-N-113,/product_images/image_row_1416.jpg,HB-激夫 男士喷剂(经典款),喷剂,盒,27.9,,一支/盒,=G1416*F1416,99,=J1416*G1416,6922218100065,0.1
W-N-114,/product_images/image_row_1417.jpg,HB-黑豹Black Panther4.0外用延时湿巾,外敷,片,3.5,,2片/袋,=G1417*F1417,39,=J1417*G1417,6922218100683,0.01
W-N-116,/product_images/image_row_1418.jpg,CHISA-男神阿飞震动凸点阳具,7号电池2节,礼品盒,53,,一套/盒,=G1418*F1418,199,=J1418*G1418,6931870550125,0.5
W-N-119,/product_images/image_row_1419.jpg,夜劲 S男性外用喷剂 1代,无,礼品盒,59.5,,一只/盒,=G1419*F1419,399,=J1419*G1419,6971254186632,0.075
W-N-120,/product_images/image_row_1420.jpg,SY-龍根水礼盒装,无,礼品盒,25,,一只/盒,=G1420*F1420,268,=J1420*G1420,6971779152709,0.18
W-N-121,/product_images/image_row_1421.jpg,延时龙水外用延时喷剂经典款（调·养·固）,无,礼品盒,42,,一只/盒,=G1421*F1421,198,=J1421*G1421,6975523330009,0.06
W-N-122,/product_images/image_row_1422.jpg,夜劲 五代经典型男性外用延时喷剂,无,礼品盒,32,,一只/盒,=G1422*F1422,98,=J1422*G1422,6975523338951,0.05
W-N-123,/product_images/image_row_1423.jpg,XJ-享久男用喷剂,无,礼品盒,58,,一只/盒,=G1423*F1423,298,=J1423*G1423,6971254180029,0.06
W-N-124,/product_images/image_row_1424.jpg,XJ-享久男用喷剂2代加强版,无,礼品盒,78,,一只/盒,=G1424*F1424,450,=J1424*G1424,6971254180012,0.06
W-N-126,/product_images/image_row_1425.jpg,夜劲 S男性外用喷剂 2代,无,礼品盒,79.5,,一只/盒,=G1425*F1425,599,=J1425*G1425,6971254187998,0.075
W-N-127,/product_images/image_row_1426.jpg,XJ-享久3代男用喷剂,无,礼品盒,105,,一只/盒,=G1426*F1426,669,=J1426*G1426,6971254189992,0.25
W-N-129,/product_images/image_row_1427.jpg,安太医 安太医外用延时巾（加强款）,无,礼品盒,1.76,,一张/盒,=G1427*F1427,30,=J1427*G1427,6924986309152,0.008
W-N-130,/product_images/image_row_1428.jpg,安太医 男士外用延时喷剂经典款,无,礼品盒,44,,一只/盒,=G1428*F1428,268,=J1428*G1428,6924986300036,0.065
W-N-131,/product_images/image_row_1429.jpg,安太医 男士外用延时喷剂加强版,无,礼品盒,53.9,,一只/盒,=G1429*F1429,280,=J1429*G1429,6924986300098,0.14
W-N-132,/product_images/image_row_1430.jpg,安太医 三方十五味男士外用延时喷剂,无,礼品盒,59.4,,一只/盒,=G1430*F1430,399,=J1430*G1430,6924986300265,0.18
W-N-137,/product_images/image_row_1431.jpg,神你油 外用延时喷雾剂3ml,无,简装,7,,一瓶/盒,=G1431*F1431,88,=J1431*G1431,6974892210523,0.04
W-N-138,/product_images/image_row_1432.jpg,神你油 外用延时喷雾剂6ml,无,简装,9,,一瓶/盒,=G1432*F1432,108,=J1432*G1432,6974892210516,0.037
W-N-139,/product_images/image_row_1433.jpg,神你油 外用湿巾1片装,无,简装,1.65,,1片/盒,=G1433*F1433,28,=J1433*G1433,6974892210370,0.0046
W-N-153,/product_images/image_row_1434.jpg,神你油 外用延时喷雾剂10ml（黑金版）,外敷,简装,10.5,,1瓶/盒,=G1434*F1434,128,=J1434*G1434,6974892210127,0.05
W-N-154,/product_images/image_row_1435.jpg,神你油 外用延时喷雾剂6ml（网络版）,外敷,简装,9.5,,1瓶/盒,=G1435*F1435,118,=J1435*G1435,6974892210028,0.04
W-N-161,/product_images/image_row_1436.jpg,MAIG-萌宠鱼儿 10频震动硅胶防水静音跳蛋,USB充电,礼品盒,32,,一套/盒,=G1436*F1436,148,=J1436*G1436,6932053545129,0.12
W-N-163,/product_images/image_row_1437.jpg,MAIG-双享飞机杯 免提款,无,礼品盒,31,,一套/盒,=G1437*F1437,168,=J1437*G1437,6932053565967,0.9
